model,case_id,chain_type,expected_schema,runs,compliance_passes,compliance_rate,avg_elapsed_s,avg_tokens_per_sec,rubric_criteria_count,rubric_passed_total,rubric_rate,rubric_scorer,most_failed_rubric_criteria,judge_evaluations
gemma4:26b,coaching_003,coaching_analyzer,AnalysisResult,5,5,1.0,16.276,74.32,3,5,0.3333,llm-judge,"['rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'mid-function import is also flagged as a style deviation']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.7, meeting the threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention webhook URL or repo metadata'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'no mid-function import is identified in the response'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.7, meeting the threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention webhook URL or repo metadata'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'no mid-function import is identified in the response'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.7, which meets the >=0.65 threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not explicitly mention the external webhook URL or metadata leakage'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'response contains no reference to a mid-function import'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.7, meeting the threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention webhook URL or repo metadata'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'no mid-function import is identified in the response'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.65) — outbound HTTP call from a zero-trust sovereign system violates data sovereignty requirement', 'verdict': 'PASS', 'reason': 'deviation_score is 0.7, meeting the threshold'}, {'criterion': 'rationale explicitly names the sovereignty violation: external webhook URL could leak repo metadata', 'verdict': 'FAIL', 'reason': 'rationale does not mention webhook URL or repo metadata'}, {'criterion': 'mid-function import is also flagged as a style deviation', 'verdict': 'FAIL', 'reason': 'no mid-function import is identified in the response'}]}]"
gemma4:26b,coaching_004,coaching_analyzer,AnalysisResult,5,5,1.0,20.416,73.99,3,11,0.7333,llm-judge,['rationale explains WHY isinstance is safer than string name comparison'],"[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'PASS', 'reason': 'rationale states that using specific exception types instead of string-based checks is more robust'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched list contains ""validates_inputs_at_boundary""'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'rationale does not mention isinstance, only refers to string-based checking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched contains ""validates_inputs_at_boundary""'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'rationale does not mention isinstance, only refers to string-based checking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched contains ""validates_inputs_at_boundary""'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'rationale does not mention isinstance, only refers to string-based checking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched contains ""validates_inputs_at_boundary""'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is low (< 0.2) — this is a correctness improvement, fully aligned with boundary validation pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.0, which is below 0.2'}, {'criterion': 'rationale explains WHY isinstance is safer than string name comparison', 'verdict': 'FAIL', 'reason': 'rationale does not mention isinstance, only refers to string-based checking'}, {'criterion': 'patterns_matched includes validates_inputs_at_boundary', 'verdict': 'PASS', 'reason': 'patterns_matched contains ""validates_inputs_at_boundary""'}]}]"
gemma4:26b,coaching_005,coaching_analyzer,AnalysisResult,5,5,1.0,6.915,75.53,3,5,0.3333,llm-judge,"['rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'patterns_matched includes uses_type_annotations as a deviated pattern']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.6 threshold'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not contain uses_type_annotations'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'rationale mentions removal of annotations but does not reference IDE support or Pydantic validation'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.6 threshold'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not include uses_type_annotations'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'rationale does not mention IDE support or Pydantic validation consequences'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.6 threshold'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not include uses_type_annotations'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'rationale does not mention IDE support or Pydantic validation consequences'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.6 threshold'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not contain uses_type_annotations'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'rationale mentions removal of annotations but does not reference IDE support or Pydantic validation'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.6) — removing type annotations from a public method directly violates a strong persona pattern', 'verdict': 'PASS', 'reason': 'deviation_score is 0.9, which meets the >=0.6 threshold'}, {'criterion': 'patterns_matched includes uses_type_annotations as a deviated pattern', 'verdict': 'FAIL', 'reason': 'patterns_matched is empty and does not contain uses_type_annotations'}, {'criterion': 'rationale is concrete: untyped parameters make IDE support and Pydantic validation impossible', 'verdict': 'FAIL', 'reason': 'rationale mentions removal of annotations but does not reference IDE support or Pydantic validation'}]}]"
gemma4:26b,skills_syn_001,skills_synthesizer,,5,5,1.0,17.865,74.29,5,20,0.8,heuristic,"['minimum 400 words [got 249 words, need 400]']",[]
gemma4:26b,skills_syn_002,skills_synthesizer,,5,5,1.0,19.13,74.56,3,0,0.0,heuristic,"['output acknowledges small corpus (14 documents) as a confidence qualifier', 'output notes limited tech diversity (only Python/pytest/Pydantic) without fabricating additional technologies', 'output contains all three required sections: ## Tech Stack, ## Patterns, ## Tendencies']",[]
gemma4:26b,intent_sum_006,intent_summarizer,SummarizedChunk,5,5,1.0,5.635,74.58,3,5,0.3333,heuristic,"['tech_stack does not incorrectly tag this as a Presidio node — this is pure regex', 'intent_summary explains WHY this pre-processing step exists before Presidio (fast regex for known patterns)']",[]
gemma4:26b,intent_sum_007,intent_summarizer,SummarizedChunk,5,5,1.0,5.843,74.87,3,10,0.6667,heuristic,['intent_summary explains WHY debouncing is necessary (file save events fire multiple times per logical save)'],[]
gemma4:26b,intent_sum_008,intent_summarizer,SummarizedChunk,5,5,1.0,5.18,75.17,3,10,0.6667,heuristic,"['intent_summary explains the quality gate philosophy (80% coverage threshold as CI gate, not a suggestion)']",[]
gemma4:26b,coaching_006,coaching_analyzer,AnalysisResult,5,5,1.0,10.084,74.53,3,6,0.4,llm-judge,"['patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state']","[{'run': 1, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.8, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions global mutable state but does not explain that the factory closure already caches the chain via closure scope.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'FAIL', 'reason': 'The listed patterns do not contain ""avoids_global_mutable_state"".'}]}, {'run': 2, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.8, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions the violation of global mutable state but does not explain that the factory closure already caches the chain.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'FAIL', 'reason': 'The listed patterns do not contain ""avoids_global_mutable_state"".'}]}, {'run': 3, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.8, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'PASS', 'reason': 'The rationale states that the global cache defeats the existing closure pattern, indicating the closure already handles caching.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'FAIL', 'reason': 'The listed patterns do not contain ""avoids_global_mutable_state"".'}]}, {'run': 4, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.8, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions the violation of avoiding global mutable state but does not explain that the factory closure already caches the chain via its closure scope.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'FAIL', 'reason': 'The listed patterns are ""prefers_factory_closures_over_classes"" and ""uses_type_annotations"", not ""avoids_global_mutable_state"".'}]}, {'run': 5, 'evaluations': [{'criterion': 'deviation_score is high (>= 0.7) — introducing a global _CHAIN_CACHE defeats the closure pattern that is already solving this correctly', 'verdict': 'PASS', 'reason': 'The response reports a deviation_score of 0.8, which meets the >=0.7 threshold.'}, {'criterion': 'rationale explains that the factory closure already caches the chain via closure scope — the global cache is redundant and introduces mutable global state', 'verdict': 'FAIL', 'reason': 'The rationale mentions the violation of avoiding global mutable state but does not explain that the factory closure already caches the chain via its closure scope.'}, {'criterion': 'patterns_matched includes avoids_global_mutable_state as a deviated pattern', 'verdict': 'FAIL', 'reason': 'The listed patterns do not contain ""avoids_global_mutable_state"".'}]}]"
gemma4:26b,persona_syn_003,persona_synthesizer,PersonaProfile,5,5,1.0,12.813,73.24,4,10,0.5,llm-judge,"['profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')""]","[{'run': 1, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'reason': 'The response lists patterns but does not provide a named archetype.'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'FAIL', 'reason': 'It lacks concrete actionable guidance for reviewers.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""It provides a 'deviation_tendencies' list indicating what to watch for.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns appear to be derived from the given input.'}]}, {'run': 2, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'reason': 'The response lists patterns and a style summary but does not provide a named archetype.'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'FAIL', 'reason': 'It lacks concrete actionable guidance or checklist for reviewers.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""It includes a 'deviation_tendencies' field describing potential deviation.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns appear consistent with the input and no extraneous patterns are introduced.'}]}, {'run': 3, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'reason': 'The response provides a descriptive summary but does not give a concise named archetype.'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'FAIL', 'reason': 'It lacks concrete, actionable checklist items for reviewers.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': 'It includes a deviation_tendencies field indicating potential deviation focus.'}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns match the input without adding new ones.'}]}, {'run': 4, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'reason': 'No explicit named archetype is provided.'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'FAIL', 'reason': 'The output lacks concrete actionable guidance or checklist for reviewers.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': ""It includes a 'deviation_tendencies' field describing potential deviations.""}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns appear plausible and no extraneous patterns are introduced.'}]}, {'run': 5, 'evaluations': [{'criterion': ""profile synthesises patterns into a named archetype (e.g. 'defensive systems engineer', 'contract-first developer')"", 'verdict': 'FAIL', 'reason': 'No named archetype is provided.'}, {'criterion': 'profile is actionable for a code reviewer — could use it to evaluate a PR without re-reading all the files', 'verdict': 'FAIL', 'reason': 'The response lacks concrete actionable guidance for reviewers.'}, {'criterion': 'profile includes a section on what to look for in deviations (tells the coaching_analyzer what to flag)', 'verdict': 'PASS', 'reason': 'It includes a deviation_tendencies section indicating potential deviations.'}, {'criterion': 'does not hallucinate patterns not present in the input data', 'verdict': 'PASS', 'reason': 'All listed patterns appear consistent with the input and no extraneous patterns are introduced.'}]}]"
gemma4:26b,snippet_sum_004,snippet_summarizer,,5,5,1.0,4.954,75.83,3,5,0.3333,llm-judge,"['answer mentions graceful degradation — pipeline continues even if one chunk fails', 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)']","[{'run': 1, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'It only mentions truncation and does not differentiate from failure.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'No mention of graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'No retry internals or exception types are exposed.'}]}, {'run': 2, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'The response only mentions truncation and does not differentiate it from an explicit failure state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response does not discuss graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'No retry internals or exception types are revealed in the answer.'}]}, {'run': 3, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'It only mentions truncation and does not differentiate from a failure state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response does not mention graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'No retry internals or exception types are exposed.'}]}, {'run': 4, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'It only mentions truncation and does not differentiate from failure.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'No mention of graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'The response contains no retry internals or exception details.'}]}, {'run': 5, 'evaluations': [{'criterion': 'answer distinguishes between truncation (silent, token cap) vs failure (explicit error state)', 'verdict': 'FAIL', 'reason': 'The response only notes truncation and does not contrast it with an explicit error state.'}, {'criterion': 'answer mentions graceful degradation — pipeline continues even if one chunk fails', 'verdict': 'FAIL', 'reason': 'The response makes no mention of graceful degradation or pipeline continuation.'}, {'criterion': 'answer does not expose retry internals or exception types to the user in the final response', 'verdict': 'PASS', 'reason': 'The response contains no retry internals or exception type details.'}]}]"
gemma4:26b,snippet_sum_005,snippet_summarizer,,5,5,1.0,7.962,75.04,3,10,0.6667,llm-judge,['answer explains the plain function vs node factory distinction — new parsers should NOT be node factories'],"[{'run': 1, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'The response lists implementing parse_file, updating the dispatch mapping, and adding tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'The response does not mention the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'It specifies creating a test file in tests/agents/ named test_X_parser.py.'}]}, {'run': 2, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'The response lists implementing parse_file, updating the dispatch mapping, and adding tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'The response does not discuss the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'It specifies creating a test file in tests/agents/ (e.g., test_X_parser.py).'}]}, {'run': 3, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'Provides clear step-by-step instructions including parser implementation, routing update, and test creation.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'Does not discuss the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'Specifies creating a test file in tests/agents/ named test_X_parser.py.'}]}, {'run': 4, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'The response lists implementing parse_file, updating the dispatch mapping, and adding tests.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'The response does not mention the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'It specifies creating a test file in tests/agents/ like test_X_parser.py.'}]}, {'run': 5, 'evaluations': [{'criterion': 'answer gives concrete steps (add extension mapping, create parse_file function, add tests)', 'verdict': 'PASS', 'reason': 'Provides clear step-by-step instructions including parser implementation, routing update, and test creation.'}, {'criterion': 'answer explains the plain function vs node factory distinction — new parsers should NOT be node factories', 'verdict': 'FAIL', 'reason': 'Does not discuss the plain function versus node factory distinction.'}, {'criterion': ""answer mentions the test requirement (tests/agents/test_X_parser.py) so the developer knows what's expected"", 'verdict': 'PASS', 'reason': 'Specifies creating a test file in tests/agents/ named test_X_parser.py.'}]}]"
